L212_07-020	N'eus banne avel ebet er beure-mañ .	N'eus banne avel ebet er beure-mañ.	# nøz 'bɑ̃.ne 'ɑ.vɛl 'e.bed er 'bœ.re.mɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-022	daouzekvet , betek ar seitekvet kantved .	XIIvet betek ar XVIIvet kantved.	# dɔw.'zeg.vet # 'be.teg ar sɛj.'teg.vet 'kɑ̃n.vet #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-025	Yann eo du e vlev .	Yann eo du e vlev.	# jɑ̃n ɛw dy e vlɛw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-3
L212_07-029	Aotreegad : Den zo aotreet da gemer perzh e kenstrivadegoù ar c'hevreadoù sport .	Aotreegad : Den zo aotreet da gemer perzh e kenstrivadegoù ar c’hevreadoù sport.	# ɔ.tre.'eg.ɑt # de:n zo ɔ.'tre.ɛt dɑ 'ge.mɛr pɛrz e kɛn.stri.vɑ.'dɛg.u ar xɛ.vre.'ɑ.du spɔrt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-031	Ne gomprenan seurt .	Ne gomprenan seurt.	# ne gõm.'pre.nɑ̃n sœrt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-4
L212_07-035	ul lizher .	ul lizher.	# œl 'li.zɛr #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-6
L212_07-036	Sed aze paotr al lizheroù o tegouezhout .	Sed aze paotr al lizheroù o tegouezhout.	# se:d 'ɑ.ze pɔtr al li.'ze.ru o te.'gwe.zut #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-5
L212_07-037	Ur skoilh bras-tre eo ; hag a vir ouzhimp a anavezout pizh a-walc'h stad ar yezh .	Ur skoilh bras-tre eo hag a vir ouzhimp a anavezout pizh a-walc’h stad ar yezh.	# œr skɔʎ 'brɑ.stre ɛw # ag a vi:r 'u.zimb a ɑ̃.na.'ve.zut pi:z 'a.walx stɑ:d ar je:s #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-4
L212_07-049	Rak-se .	Rak-se.	# 'ra.kse #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-3
L212_07-051	tud vrudet .	tud vrudet.	# ty:t 'vry.dɛt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-055	ne labouro ket Yann ha Katell .	ne labouro ket Yann ha Katell.	# ne la.'bu.ro ket jɑ̃n a 'ka.tɛl #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-061	Ar mab eo a oa o pouleñvat .	Ar mab eo a oa o pouleñvat.	# ar mɑ:p ɛw a wa o pu.'lẽ.vat #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-7
L212_07-064	Ne'z a ket ma c'harr en-dro .	Ne'z a ket ma c'harr en-dro.	# nez a ket ma xar 'en.dro #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-075	Henn-ha-henn .	Henn-ha-henn.	# hɛ.'nah.ɛn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-3
L212_07-084	Hennezh eo an hini gwellañ .	Hennezh eo an hini gwellañ.	# 'he.nez ɛw ɑ̃n 'hi.ni 'gwɛ.lɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-090	an div vaouez kozh voan .	an div vaouez kozh voan.	# ɑ̃n diw 'vɔ.wɛs kos vwɑ̃n #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-091	seul belloc'h , seul welloc'h .	seul belloc'h seul welloc'h.	# sø:l 'bɛ.lɔx # sø:l 'wɛ.lɔx #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-4
L212_07-096	poent eo mont kuit .	poent eo mont kuit.	# pwɛnd ɛw mõn kɥit #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-7
L212_07-120	Un tregont mesklenn bennak .	Un tregont mesklenn bennak.	# œn 'treg.õn 'mes.klɛn 'bɛ.nak #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-129	Bamet e oa bet , gant kement he devoa gwelet .	Bamet e oa bet gant kement he devoa gwelet.	# 'bɑ̃.mɛd e wa bet # gɑ̃n 'ke.mɛnt e 'de.vwa 'gwe.lɛt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-130	ur voutailhad win .	ur voutailhad win.	# œr vu.'taʎ.ɑd win #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-4
L212_07-132	A-zehoù .	A-zehoù.	# a.'ze.u #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-5
L212_07-134	Ar stal ma prenas he lunedoù enni .	Ar stal ma prenas he lunedoù enni.	# ar stɑ:l ma 'pre.naz e ly.'ne.du 'ɛ.ni #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-137	Meur a unan a welan o tont gant an hent .	Meur a unan a welan o tont gant an hent.	# mø:r a 'y.nɑ̃n a 'we.lɑ̃n o tõn gɑ̃n ɑ̃n hɛnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-144	en em gavet eo-hi .	en em gavet eo-hi.	# en ɛm 'ga.ved 'ewh.i #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-158	Aet e oan dre aze , evit nompas bezañ gwelet gantañ .	Aet e oan dre aze evit nompas bezañ gwelet gantañ.	# ɛ:d e wɑ̃:n dre 'ɑ.ze # 'e.vit 'nõm.pas 'be.zɑ̃ 'gwe.lɛt 'gɑ̃n.tɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-5
L212_07-161	Ur mor a dud .	Ur mor a dud.	# œr mo:r a dy:t #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-163	Gwazh-ouzh-gwazh .	Gwazh-ouzh-gwazh.	# gwa.'zus.gwɑs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-166	klemm a ra atav .	klemm a ra atav.	# klɛm a ra 'a.taw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-170	Ar muiañ ar gwellañ .	Ar muiañ ar gwellañ.	# ar 'mɥi.ɑ̃ ar 'gwɛ.lɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-1
L212_07-189	teir zaol wenn .	teir zaol wenn.	# tɛjr zɔl wɛn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-3
L212_07-195	da vamm a zo bras .	da vamm a zo bras.	# dɑ vɑ̃m a zo brɑ:s #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-4
L212_07-198	E lec'hioù zo ez eus mankoù .	E lec'hioù zo ez eus mankoù.	# e 'leh.ju zo ez øs 'mɑ̃ŋ.ku #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-199	mamm Pêr .	mamm Pêr.	# mɑ̃m pɛ:r #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-2
L212_07-200	an triwec'hvet .	an triwec'hvet.	# ɑ̃n tri.'weh.vet #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_05.txt		cov-6
L212_08-009	bep mintin ez ae d'ar skol diwezhat .	bep mintin ez ae d'ar skol diwezhat.	# bep 'min.tin ez ɛ dar sko:l di.'we.zat #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-7
L212_08-013	ma loeroù a zo dindan ar gwele .	ma loeroù a zo dindan ar gwele.	# ma 'lwɛ.ru a zo 'din.dɑ̃n ar 'gwe.le #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-5
L212_08-014	Graet o doa al labour o-unan .	Graet o doa al labour o-unan.	# grɛ:d o dwa al 'lɑ.bur o.'y.nɑ̃n #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-020	me a gelc'hio .	me a gelc'hio.	# me: a gɛlx.'i.o #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-7
L212_08-026	d'az preur .	d'az preur.	# das prør #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-7
L212_08-027	Ar gwashañ eus ar c'hleñvedoù eo ar c'hozh kovid-se .	Ar gwashañ eus ar c'hleñvedoù eo ar c'hozh kovid-se.	# ar 'gwa.sɑ̃ øz ar xlẽ.'ve.du ɛw ar xos 'ko.vid.se #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-2
L212_08-036	Ur voestad alumetez zo ganin .	Ur voestad alumetez zo ganin.	# œr 'vwe.stɑd a.ly.'me.tɛs zo 'gɑ̃.nin #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-4
L212_08-048	Ur gentel bouezus . 	Ur gentel bouezus	# œr 'gɛn.tɛl 'bwe.zys #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-2
L212_08-049	Seul vui e kerzhemp , seul vui e skuizhemp .	Seul vui e kerzhemp, seul vui e skuizhemp.	# sø:l vɥi e 'kɛr.zɛmp # sø:l vɥi e 'skɥi.zɛmp #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-5
L212_08-053	Ur pezh mell pikol ramz bras .	Ur pezh mell pikol ramz bras.	# œr pe:z mɛl 'pi.kɔl rɑ̃ms brɑ:s #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-054	Ni a zeuio holl .	Ni a zeuio holl.	# ni: a 'zø.jo ɔl #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-6
L212_08-061	Ouzh daeoù gwall ziaes e ranker talañ en deiz a hiziv .	Ouzh daeoù gwall ziaes e ranker talañ en deiz a hiziv.	# us 'dɛ.u gwal 'zi.ɛz e 'rɑ̃ŋ.kɛr 'tɑ.lɑ̃ en dɛjz a 'hi.ziw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-065	Skuizh-tre .	Skuizh-tre.	# 'skɥi.stre #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-2
L212_08-068	Ne selaouint ket ac'hanon .	Ne selaouint ket ac'hanon.	# ne se.'lɔ.win ked ah.'ɑ̃.nõn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-4
L212_08-071	Ar c'hoad el lec'h ma oamp bet o vale .	Ar c'hoad el lec'h ma oamp bet o vale.	# ar xwad el lɛx ma wɑ̃m bed o 'vɑ.le #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-4
L212_08-075	Ugent kilo hanter : ne oa ket ur pezh loen .	Ugent kilo hanter : ne oa ket ur pezh loen.	# 'yg.ɛn 'ki.lo 'hɑ̃n.tɛr # ne wa ked œr pe:s lwẽ:n #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-3
L212_08-087	nevez-flamm eo ma c'harr-tan .	nevez-flamm eo ma c'harr-tan.	# ne.'vɛs.flɑ̃m ɛw ma 'xar.tɑ̃n #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-4
L212_08-092	N'on ket sur .	N'on ket sur.	# nõn ket sy:r #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-3
L212_08-096	c'hwec'h labous ha daou-ugent .	c'hwec'h labous ha daou-ugent.	# xwɛx 'lɑ.bus a dɔ.'wyg.ɛnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-099	Hiziv .	Hiziv.	# 'hi.ziw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-5
L212_08-104	un tammig ,	un tammig.	# œn 'tɑ̃.mik #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-105	Avel greñv ,	Avel greñv.	# 'ɑ.vɛl grẽ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-106	Glav-puilh zo bet hiziv !	Glav-puilh zo bet hiziv.	# 'glɑv.pyʎ zo bet 'hi.ziw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-109	bloñset e oa bet oc'h en em gannañ gant bugale all .	bloñset e oa bet oc'h en em gannañ gant bugale all.	# 'blõ.sɛd e wa bed ɔh en ɛm 'gɑ̃.nɑ̃ gɑ̃n byg.'ɑ.le al #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-5
L212_08-113	Homañ eo ar wech kentañ din dont amañ .	Homañ eo ar wech kentañ din dont amañ.	# 'hõ.mɑ̃ ɛw ar weʃ 'kɛn.tɑ̃ din dõnd 'ɑ̃.mɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-7
L212_08-124	da c'hoar a garez .	da c'hoar a garez.	# dɑ xwɑ:r a 'gɑ.rɛs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-2
L212_08-125	Emañ o tont a-raok pell !	Emañ o tont a-raok pell.	# 'e.mɑ̃ o tõnd 'a.rɔk pɛl #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-2
L212_08-146	Ar re gerañ .	Ar re gerañ.	# ar re: 'ge.rɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-6
L212_08-148	Kavout a ra din ez eus blaz mat gantañ .	Kavout a ra din ez eus blaz mat gantañ.	# 'kɑ.vud a ra din ez øs blɑ:s mɑ:t 'gɑ̃n.tɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-4
L212_08-151	debret eo bet ma zamm bara gant ma breur .	debret eo bet ma zamm bara gant ma breur.	# 'de.brɛd ɛw bet ma zɑ̃m 'bɑ.ra gɑ̃n ma brø:r #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-155	An holl zo mat !	An holl zo mat.	# ɑ̃n ɔl zo mɑ:t #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-156	eñ a lennas .	eñ a lennas.	# ẽ a 'lɛ.nas #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-157	karout a reont o zud .	karout a reont o zud.	# 'kɑ.rud a 're.õnd o zy:t #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-158	hi eo .	hi eo.	# hi: ɛw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-2
L212_08-162	Nebeut a vo roet dezho avat .	Nebeut a vo roet dezho avat.	# 'ne.bød a vo 'ro.ɛt 'de.zo 'a.vat #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-4
L212_08-181	Ar melen .	Ar melen.	# ar 'me.lɛn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-2
L212_08-193	Lakaet e vez an dud da c'hortoz .	Lakaet e vez an dud da c'hortoz.	# 'la.kɛd e ve:z ɑ̃n dyd dɑ 'xɔr.tɔs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-1
L212_08-198	rankout a rae resteurel ur bern arc'hant bep miz .	rankout a rae resteurel ur bern arc'hant bep miz.	# 'rɑ̃ŋ.kud a rɛ: re.'stø.rɛl œr bɛrn 'arx.ɑ̃n bep mi:s #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_06.txt		cov-3
L212_09-002	Analañ a ra a-dreuz .	Analañ a ra a-dreuz.	# ɑ̃.'nɑ.lɑ̃ a ra 'a.drøs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-7
L212_09-035	deuet e oa Maodez da reiñ dorn dimp .	deuet e oa Maodez da reiñ dorn dimp.	# dø:d e wa 'mɔ.dɛs dɑ rɛj dɔrn dimp #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-6
L212_09-047	Bravik eo an ti .	Bravik eo an ti.	# 'brɑ.vig ɛw ɑ̃n ti: #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-7
L212_09-054	Bras-divent .	Bras-divent.	# brɑz.'di.vɛnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-1
L212_09-055	c'hoari a rae ganti .	c'hoari a rae ganti.	# 'xwɑ.ri a rɛ: 'gɑ̃n.ti #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-057	tudigoù .	tudigoù.	# ty.'dig.u #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-069	An hanter eus ar skipailh .	An hanter eus ar skipailh.	# ɑ̃n 'hɑ̃n.tɛr øz ar 'ski.paʎ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-4
L212_09-073	stajoù berr a vo da vare ar vakañsoù skol .	stajoù berr a vo da vare ar vakañsoù skol.	# 'stɑ.ʒu bɛr a vo dɑ 'vɑ.re ar va.'kɑ̃.su sko:l #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-5
L212_09-075	hi a garo .	hi a garo.	# hi: a 'gɑ.ro #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-3
L212_09-084	Pemp lur gig .	Pemp lur gig.	# pɛm ly:r gik #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-086	Ar c'hig gwellañ .	Ar c'hig gwellañ.	# ar xig 'gwɛ.lɑ̃ #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-4
L212_09-087	glav-pil a zo oc'h ober adarre .	glav-pil a zo oc'h ober adarre.	# 'glaw.pil a zo ɔh 'o.bɛr a.'da.re #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-090	Se 'ra poan dezhañ , klevet seurt kaozioù !	Se 'ra poan dezhañ klevet seurt kaozioù.	# se rɑ pwɑ̃:n 'de.zɑ̃ # 'kle.vɛt sœrt 'kɔ.zju #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-1
L212_09-096	Kentoc'h lent on .	Kentoc'h lent on.	# 'kɛn.tɔx lɛnd õn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-098	Tamileg a gomzont .	Tamileg a gomzont.	# tɑ̃.'mi.lɛg a 'gõm.zõnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-1
L212_09-101	Kirri bihan ruz .	Kirri bihan ruz.	# 'ki.ri 'bi.ɑ̃n ry:s #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-6
L212_09-102	tregont ki .	tregont ki.	# 'treg.õn ki: #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-1
L212_09-104	Ar re-mañ vras .	Ar re-mañ vras.	# ar 're.mɑ̃ vrɑs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-105	ur yar bennak .	ur yar bennak.	# œr ja:r 'bɛ.nak #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-3
L212_09-113	O hini .	O hini.	# o 'hi.ni #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-1
L212_09-123	peder .	peder.	# 'pe.dɛr #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-130	Poan stomog am eus .	Poan stomog am eus.	# pwɑ̃:n 'sto.mɔg ɑ̃m øs #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-1
L212_09-136	An den-hont .	An den-hont.	# ɑ̃n 'denh.õnt #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-137	warc'hoazh e ray glav .	warc'hoazh e ray glav.	# 'warx.waz e raj glaw #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-139	er gêr ez eus tri skinweler .	er gêr ez eus tri skinweler.	# er gɛr ez øs tri: ski.'nwe.lɛr #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-5
L212_09-150	Ne vin ket kammgemeret ganto .	Ne vin ket kammgemeret ganto.	# ne vi:n ket kɑ̃mg.e.'me.rɛd 'gɑ̃n.to #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-3
L212_09-165	ez penn .	ez penn.	# es pɛn #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-167	Nebeut a zo deuet da zebriñ henozh .	Nebeut a zo deuet da zebriñ henozh.	# 'ne.bød a zo dø:t dɑ 'ze.bri 'he.nos #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-1
L212_09-168	Ur Saoz .	Ur Saoz.	# œr so:s #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-5
L212_09-193	Da soñj dit ,	Da soñj dit.	# dɑ sõ:ʃ di:t #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-4
L212_09-195	hemañ eo ma hini !	hemañ eo ma hini.	# 'he.mɑ̃ ɛw ma 'hi.ni #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-2
L212_09-200	An enez eo bihan he gorread .	An enez eo bihan he gorread.	# ɑ̃n 'e.nɛz ɛw 'bi.ɑ̃n e gɔ.'re.at #	1	1	0	texts/sentences/3_mozilla_common_voice_texts_others_07.txt		cov-7
L212_13-002	pajenn unan	p. 1	# 'pɑ.ʒɛn 'y.nɑ̃n #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-7
L212_13-003-08	emezon , rak bremaik , e vo bennozh ar Sakramant » .	emezon, rak bremaik e vo bennozh ar Sakramant ». 	# e.'me.zõn # rag 'bre.majk # e vo 'bɛ.noz ar sa.'krɑ̃.mɑ̃nt #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-4
L212_13-003-14	En gortoz e oan , pell 'oa , da glevout kement-mañ .	En gortoz e oan pell ‘oa da glevout kement-mañ, 	# en 'gɔr.tɔz e wɑ̃:n # wa # dɑ 'gle.vut 'ke.mɛn.mɑ̃ #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-1
L212_13-003-28	ha zoken he lazhañ a ri , mar kenderc'hez d'ober da benn-fall » .	ha zoken he lazhañ a ri mar kenderc’hez d’ober da benn-fall ». 	# a 'zo.ken e 'lɑ.zɑ̃ a ri: # mɑ:r kɛn.'dɛrx.ɛs 'do.bɛr dɑ 'bɛn.fal #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-5
L212_13-003-33	diouzh e glevout ,	diouzh e glevout, 	# djuz e 'gle.vut #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-6
L212_13-003-38	ne oan ket troet da hadañ kerse , war-zigarez ober plijadur d'am c'herent .	ne oan ket troet da hadañ kerse war-zigarez ober plijadur d’am c’herent, 	# ne wɑ̃:n ket 'tro.ɛt dɑ 'hɑ.dɑ̃ 'kɛr.se # war.zig.'ɑ.rɛz 'o.bɛr pli.'ʒɑ.dyr dɑ̃m 'xe.rɛnt #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-2
L212_13-003-40	Ne ouie ket e c'hwitje ganin , kaer en divije c'hoari .	Ne ouie ket e c’hwitje ganin kaer en divije c’hoari, 	# ne 'wi.e ked e 'xwitʃ.e 'gɑ̃.nin # kɛ:r en di.'viʃ.e 'xwɑ.ri #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-1
L212_13-003-46	Met aner 'oa dezhañ poanial , rak biskoazh ki ne zerc'has ken start d'e askorn .	Met aner ‘oa dezhañ poanial, rak biskoazh ki ne zerc’has ken start d’e askorn. 	# mɛd wa 'de.zɑ̃ pwɑ̃.'ni.al # rag 'bi.skwas ki: ne 'sɛrx.as ken start de 'a.skɔrn #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-5
L212_13-003-51	rak , o vezañ ne oa ket gwall gustum da leñvañ ,	rak o vezañ ne oa ket gwall gustum da leñvañ, 	# rak # o 've.zɑ̃ ne wa ket gwal 'gy.stym dɑ 'lẽ.vɑ̃ #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-4
L212_13-003-53	E porzh bihan ar skolaj e oamp , e-kichen ar chapel ;	E porzh bihan ar skolaj e oamp, e-kichen ar chapel ; 	# e pɔrs 'bi.ɑ̃n ar 'sko.laʒ e wɑ̃m # e.'kiʃ.ɛn ar 'ʃa.pɛl #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-6
L212_13-003-55	ha klevout a raen va c'henskolidi o kanañ O Salutaris ;	ha klevout a raen va c’henskolidi o kanañ :O Salutaris ; 	# a 'kle.vud a rẽn va xɛn.sko.'li.di o 'kɑ̃.nɑ̃ o sa.ly.'tɑ.ris #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-2
L212_13-003-58	pa felle dezhañ torchañ e zaoulagad gant e gildorn .	pa felle dezhañ torchañ e zaoulagad gant e gildorn. 	# pa 'fɛ.le 'de.zɑ̃ 'tɔrʃ.ɑ̃ e zɔw.'lɑg.at gɑ̃n e 'gil.dɔrn #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-4
L212_13-003-62	hag-eñ o horellañ un nebeudig dre ma krene moarvat e zivhar dindanañ ,	hag-eñ, o horellañ un nebeudig dre ma krene moarvat e zivhar dindanañ, 	# 'ag.ẽ o ho.'rɛ.lɑ̃ œn ne.'bø.dig dre ma 'kre.ne 'mwar.vɑd e 'ziwh.ar din.'dɑ̃.nɑ̃ #	1	1	0	text/documents/A1-05_Antho_breton_3_texts_-_03_GWELL_BEZAN_MAB_KRIZ_EGET_BELEG_FALL.txt		cov-6
